verdict	confidence	pmid	disease	substrate	technology	platform	species	design	mixed_content	c1_primary	c2_stool_metagen	c3_case_control	c4_illumina	c5_human	reasoning_path
OUT-OF-SCOPE	HIGH	37796924	CRC-only-BMI-tumor-vs-non	mixed-stool-and-tumor-tissue	16S	Ion Torrent	human	cross-sectional-CRC-only-stratified-by-BMI	45 CRC 113 samples feces + tumor + non-tumor tissue on Ion Torrent; not Illumina	PASS	PARTIAL	PARTIAL	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37796924.md
OUT-OF-SCOPE	HIGH	37806638	CRC	FFPE tumor tissue	targeted qPCR	n/a	human	CRC-only stratified (survival)	FFPE tissue B. fragilis qPCR; not sequencing	PASS	FAIL	FAIL	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37806638.md
OUT-OF-SCOPE	HIGH	37813000	CRC-mouse-model	stool(mouse)	16S	unknown	mixed(mouse-microbiome+human-serum/TCGA)	mouse-KO+diet	mouse-microbiome-only	PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37813000.md
OUT-OF-SCOPE	HIGH	37814323	CRC	mixed-tissue-and-stool	targeted-16S-and-qPCR	not stated	human	other-mechanistic-cell-line-plus-public-data	cell lines + TCGA/GEO + targeted Fn 16S	PARTIAL	PARTIAL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37814323.md
OUT-OF-SCOPE	HIGH	37819383	cervical + endometrial cancer (not CRC)	rectal-swab	16S	Illumina MiSeq v3	human	longitudinal secondary analysis (T0/T1/T2)	19 gynecologic cancer patients longitudinal rectal-swab 16S; wrong disease scope + rectal swab per v2	PASS	PARTIAL	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37819383.md
OUT-OF-SCOPE	HIGH	37832390	CRC	plasma	methylation-PCR-melt	NA	human	case-control-methylation-biomarker	plasma-methylation-not-microbiome	PASS	FAIL	PARTIAL	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37832390.md
OUT-OF-SCOPE	HIGH	37887704	staphylococci	cell lines + bacterial isolates	in-vitro assay	n/a	non-human	intervention (in-vitro)	in-vitro AMP activity vs Staphylococci	PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37887704.md
OUT-OF-SCOPE	HIGH	37892474	cholecystectomy	stool(reused)	16S(reused)	various	human	meta-analysis	reanalysis+non-CRC	FAIL	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37892474.md
OUT-OF-SCOPE	HIGH	37894093	chronic-HBV	stool	16S-and-culturomics	not stated	human	cross-sectional-case-control-non-CRC		PASS	PASS	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37894093.md
OUT-OF-SCOPE	HIGH	37894412	bowel-polyps	mucosal-biopsy	16S-SR+LR	Illumina+PacBio	human	cross-sectional-case-control	tissue-only-Illumina-plus-PacBio	PASS	FAIL	PASS	PARTIAL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37894412.md
OUT-OF-SCOPE	HIGH	37901832	LARC-nCRT-response	other-tumor-tissue-RNA-seq-microbial-signal	other-RNA-seq-microbe-extraction	not stated	human	other-nCRT-response-stratification	Re-analysis of published European LARC RNA-seq for intratumoral microbes	FAIL	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37901832.md
OUT-OF-SCOPE	HIGH	37951129	CRC-localized	tumor+WBC+plasma	cancer-panel-NGS	unknown	human	CRC-MRD-cohort	not-microbiome	PASS	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37951129.md
OUT-OF-SCOPE	HIGH	37965445	CRC-stage-III	biopsy	16S	not stated	human	cross-sectional-CRC-only-stratified-by-recurrence	tumor+adjacent tissue; no stool	PASS	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37965445.md
OUT-OF-SCOPE	HIGH	38004753	CRC	stool(source)	shotgun-WGS(source)	unspecified	human	cross-study-meta-analysis	reanalysis-of-published-CRC-metagenomes	FAIL	PASS	PARTIAL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38004753.md
OUT-OF-SCOPE	HIGH	38006331	CRC-only-obstruction-vs-non	other-tumor-and-adjacent-normal-tissues	16S	not stated	human	cross-sectional-CRC-stratified-by-obstruction	313 CRC tumor + adjacent-normal tissue 16S; obstruction vs non; not stool	PASS	FAIL	PARTIAL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38006331.md
OUT-OF-SCOPE	HIGH	38018574	CRC/CRLM (mouse)	mouse stool + anal swab + tumor	qPCR + 16S	Illumina MiSeq PE300	mouse	intervention	mouse metronidazole intervention on Fn	PASS	FAIL	FAIL	PASS	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38018574.md
OUT-OF-SCOPE	HIGH	38022530	PDAC	appendix	16S	unknown	human	cross-sectional-case-control	appendix-not-stool;PDAC-not-CRC	PASS	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38022530.md
OUT-OF-SCOPE	HIGH	38027096	thyroid-cancer	thyroid-tumor-tissue	host-tumor-RNA-Seq-with-IPD	not stated	human	other-cross-sectional-multi-tumor	tumor RNA-Seq with pathogen detection	PASS	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38027096.md
OUT-OF-SCOPE	HIGH	38029508	colorectal cancer (CMS classification meta-analysis)	other-host-tumor-transcriptomics (TCGA + GEO)	other-transcriptomics (bulk RNA + scRNA-seq re-analysis)	not stated	human (via re-analysis)	bioinformatics meta-analysis (host tumor phenotype)	TCGA + 101 GEO CRC transcriptomic datasets meta-analysis; host tumor CMS/EMT/metabolism; not microbiome	FAIL	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38029508.md
OUT-OF-SCOPE	HIGH	38030613	CRC-mutational-signatures-pks-E-coli	colonic-tissue-crypts+tumor	host-WGS-not-microbiome	Illumina-NovaSeq	human	paired-tumor-normal-crypts	host-genome-WGS-not-microbiome-sequencing;tissue-crypts-not-stool	PASS	FAIL	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38030613.md
OUT-OF-SCOPE	HIGH	38038385	healthy	stool (EV fraction)	16S + full-length 16S	Illumina + PacBio (mixed)	human	healthy-only methodology	5 healthy individuals stBEV methodology paper	PASS	PARTIAL	FAIL	PARTIAL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38038385.md
OUT-OF-SCOPE	HIGH	38067377	endometrial-cancer	tumor+cells	WES+RNAseq	unknown	human	case-report+sys-review	not-microbiome	PASS	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38067377.md
OUT-OF-SCOPE	HIGH	38074097	7-cancers-including-CRC	oral-microbiome-GWAS	MR-on-public-GWAS	not stated	human	other-mendelian-randomization	MR on public GWAS summary stats	FAIL	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38074097.md
OUT-OF-SCOPE	HIGH	38075864	colorectal adenocarcinoma	tumor-and-adjacent-normal-tissue (paired)	other-TaqMan-qPCR-for-F.nucleatum + mRNA-qPCR	N/A (qPCR only)	human	paired tumor-vs-normal intra-patient	Iran National Tumor Bank 100 paired CRC tumor/normal; F. nucleatum qPCR + cytokines/miRNA qPCR	PASS	FAIL	FAIL	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38075864.md
OUT-OF-SCOPE	HIGH	38075911	CRC-IBD-T2D-benchmarks	stool(source)	shotgun-WGS+16S(source)	unspecified	human	ML-classifier-development	methods-paper-public-benchmarks	FAIL	PASS	PARTIAL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38075911.md
OUT-OF-SCOPE	HIGH	38099061	P-anaerobius-vaccine	not applicable	not applicable	not applicable	not applicable	other-computational-vaccine-design	In silico multi-epitope vaccine design; no cohort	FAIL	FAIL	FAIL	FAIL	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38099061.md
OUT-OF-SCOPE	HIGH	38111159	CRC-risk (mouse)	mouse intestinal contents	16S	Illumina MiSeq	mouse	intervention (diet)	pork sausage diet in mice	PASS	FAIL	FAIL	PASS	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38111159.md
OUT-OF-SCOPE	HIGH	38111646	none	dairy-isolates	16S-ID	none	other:dairy+cell-line	strain-characterization	probiotic-isolate-not-cohort	PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38111646.md
OUT-OF-SCOPE	HIGH	38138101	oral-pharyngeal-cancer	oral-cavity	16S	not stated	mixed-human-and-mouse	other-oral-cancer-tissue		PASS	FAIL	FAIL	NOT-STATED	PARTIAL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38138101.md
OUT-OF-SCOPE	HIGH	38179421	septic shock (CRC explicitly excluded)	stool	16S (implied)	not stated	human	prospective longitudinal ICU (Day 0-7) vs healthy blood donors	60 ICU septic shock + 100 healthy blood-donor 16S; CRC an explicit exclusion criterion; NCT03861325	PASS	NOT-STATED (16S implied)	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38179421.md
OUT-OF-SCOPE	HIGH	38304032	metastatic CRC	tumor tissue	16S	Illumina MiSeq	human	CRC-only (metastatic)	metastatic CRC tumor tissue 16S	PASS	FAIL	PARTIAL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38304032.md
OUT-OF-SCOPE	HIGH	38357363	mCRC-metastatic	tumor-tissue+TCGA-RNA-seq	16S-V3V4-on-tissue+RNA-seq-inference	not-stated	human	CRC-only-racial-disparity	tissue-not-stool;mCRC-only-no-healthy-control;TCGA-arm-re-analysis	PASS	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38357363.md
OUT-OF-SCOPE	HIGH	38384432	rectal cancer (RT effect on saliva microbiota)	saliva (24 samples) + intestinal mucosal tissue (no sequencing)	16S (saliva only)	not stated	human	CRC-only stratified (RT+ vs RT-)	Qingdao rectal cancer 24 saliva 16S (11 RT+ vs 13 RT-); intestinal tissue for immunology only; no HC arm; no stool	PASS	FAIL	PARTIAL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38384432.md
OUT-OF-SCOPE	HIGH	38455360	CRC-CRA	stool(source)	shotgun-WGS(source)	unspecified	human	ML-classifier-validation	reanalysis-of-6-published-CRC-CRA-cohorts	FAIL	PASS	PARTIAL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38455360.md
SKIPPED	HIGH	34646786	N/A	N/A	N/A	N/A	N/A	N/A	corrigendum for 10.3389/fcimb.2021.599734 (Ma et al.) — evaluate parent paper separately	N/A	N/A	N/A	N/A	N/A	N/A
